domain,source_id,system_id,display_name,family,model_key,base_engine_normalized,classification,is_oss,reasoning,base_model,teacher,lineage,n_tasks,score_all_available_tasks
terminal_agentic,terminalbench,claude-code :: claude-opus-4-6@anthropic,claude-code :: claude-opus-4-6@anthropic,claude-code,claude-opus-4-6@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.579775
terminal_agentic,terminalbench,claude-code :: claude-sonnet-4-5-20250929@anthropic,claude-code :: claude-sonnet-4-5-20250929@anthropic,claude-code,claude-sonnet-4-5-20250929@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.400562
terminal_agentic,terminalbench,claude-code :: minimax-m2.1@minimax,claude-code :: minimax-m2.1@minimax,claude-code,minimax-m2.1@minimax,minimax/minimax-m2,oss,True,all tagged models are OSS/open-weights,MiniMax M2,none,base=MiniMax M2; teacher=none; MiniMax M2 open-weights family,89,0.366292
terminal_agentic,terminalbench,claude-code-enhanced :: claude-opus-4-6@anthropic,claude-code-enhanced :: claude-opus-4-6@anthropic,claude-code-enhanced,claude-opus-4-6@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.668727
terminal_agentic,terminalbench,codex :: gpt-5-codex@openai,codex :: gpt-5-codex@openai,codex,gpt-5-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.443258
terminal_agentic,terminalbench,codex :: gpt-5-mini@openai,codex :: gpt-5-mini@openai,codex,gpt-5-mini@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.318539
terminal_agentic,terminalbench,codex :: gpt-5-nano@openai,codex :: gpt-5-nano@openai,codex,gpt-5-nano@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.114607
terminal_agentic,terminalbench,codex :: gpt-5.1-codex-max@openai,codex :: gpt-5.1-codex-max@openai,codex,gpt-5.1-codex-max@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.604494
terminal_agentic,terminalbench,codex :: gpt-5.1-codex-mini@openai,codex :: gpt-5.1-codex-mini@openai,codex,gpt-5.1-codex-mini@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.431461
terminal_agentic,terminalbench,codex :: gpt-5.1-codex@openai,codex :: gpt-5.1-codex@openai,codex,gpt-5.1-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.577528
terminal_agentic,terminalbench,codex :: gpt-5.2@openai,codex :: gpt-5.2@openai,codex,gpt-5.2@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.629213
terminal_agentic,terminalbench,codex :: gpt-5@openai,codex :: gpt-5@openai,codex,gpt-5@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.496067
terminal_agentic,terminalbench,deepagent-harbor :: gpt-5.2-codex@openai,deepagent-harbor :: gpt-5.2-codex@openai,deepagent-harbor,gpt-5.2-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.665169
terminal_agentic,terminalbench,final :: claude-4.5-sonnet@anthropic,final :: claude-4.5-sonnet@anthropic,final,claude-4.5-sonnet@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.426966
terminal_agentic,terminalbench,forge :: gemini-3.1-pro-preview@Google,forge :: gemini-3.1-pro-preview@Google,forge,gemini-3.1-pro-preview@Google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.78427
terminal_agentic,terminalbench,gemini-cli :: gemini-2.5-flash@gemini,gemini-cli :: gemini-2.5-flash@gemini,gemini-cli,gemini-2.5-flash@gemini,google/gemini-2.5-flash,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.154494
terminal_agentic,terminalbench,gemini-cli :: gemini-2.5-pro@gemini,gemini-cli :: gemini-2.5-pro@gemini,gemini-cli,gemini-2.5-pro@gemini,google/gemini-2.5-pro,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.195506
terminal_agentic,terminalbench,gemini-cli :: gemini-3-flash-preview@Google,gemini-cli :: gemini-3-flash-preview@Google,gemini-cli,gemini-3-flash-preview@Google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.474157
terminal_agentic,terminalbench,gemini-cli :: gemini-3-flash-preview@google,gemini-cli :: gemini-3-flash-preview@google,gemini-cli,gemini-3-flash-preview@google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.510112
terminal_agentic,terminalbench,goose :: claude-haiku-4-5@anthropic,goose :: claude-haiku-4-5@anthropic,goose,claude-haiku-4-5@anthropic,anthropic/claude-haiku-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.355056
terminal_agentic,terminalbench,goose :: claude-opus-4-5@anthropic,goose :: claude-opus-4-5@anthropic,goose,claude-opus-4-5@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.543258
terminal_agentic,terminalbench,goose :: claude-sonnet-4-5@anthropic,goose :: claude-sonnet-4-5@anthropic,goose,claude-sonnet-4-5@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.431461
terminal_agentic,terminalbench,ii-agent-simple :: gemini-3-pro-preview@gemini,ii-agent-simple :: gemini-3-pro-preview@gemini,ii-agent-simple,gemini-3-pro-preview@gemini,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.617978
terminal_agentic,terminalbench,judy :: claude-opus-4.6@anthropic,judy :: claude-opus-4.6@anthropic,judy,claude-opus-4.6@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.719101
terminal_agentic,terminalbench,letta-code :: claude-opus-4-5@anthropic,letta-code :: claude-opus-4-5@anthropic,letta-code,claude-opus-4-5@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.591011
terminal_agentic,terminalbench,letta-code :: gemini-3-pro-preview@google,letta-code :: gemini-3-pro-preview@google,letta-code,gemini-3-pro-preview@google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.559551
terminal_agentic,terminalbench,letta-code :: gpt-5.1-codex@openai,letta-code :: gpt-5.1-codex@openai,letta-code,gpt-5.1-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.534831
terminal_agentic,terminalbench,mini-swe-agent :: claude-haiku-4-5-20251001@anthropic,mini-swe-agent :: claude-haiku-4-5-20251001@anthropic,mini-swe-agent,claude-haiku-4-5-20251001@anthropic,anthropic/claude-haiku-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.298315
terminal_agentic,terminalbench,mini-swe-agent :: claude-opus-4-1-20250805@anthropic,mini-swe-agent :: claude-opus-4-1-20250805@anthropic,mini-swe-agent,claude-opus-4-1-20250805@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.350562
terminal_agentic,terminalbench,mini-swe-agent :: claude-sonnet-4-5-20250929@anthropic,mini-swe-agent :: claude-sonnet-4-5-20250929@anthropic,mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.425281
terminal_agentic,terminalbench,mini-swe-agent :: gemini-2.5-flash@gemini,mini-swe-agent :: gemini-2.5-flash@gemini,mini-swe-agent,gemini-2.5-flash@gemini,google/gemini-2.5-flash,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.170787
terminal_agentic,terminalbench,mini-swe-agent :: gemini-2.5-pro@gemini,mini-swe-agent :: gemini-2.5-pro@gemini,mini-swe-agent,gemini-2.5-pro@gemini,google/gemini-2.5-pro,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.260674
terminal_agentic,terminalbench,mini-swe-agent :: gpt-5-codex@openai,mini-swe-agent :: gpt-5-codex@openai,mini-swe-agent,gpt-5-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.413483
terminal_agentic,terminalbench,mini-swe-agent :: gpt-5-mini@openai,mini-swe-agent :: gpt-5-mini@openai,mini-swe-agent,gpt-5-mini@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.222472
terminal_agentic,terminalbench,mini-swe-agent :: gpt-5-nano@openai,mini-swe-agent :: gpt-5-nano@openai,mini-swe-agent,gpt-5-nano@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.069663
terminal_agentic,terminalbench,mini-swe-agent :: gpt-5@openai,mini-swe-agent :: gpt-5@openai,mini-swe-agent,gpt-5@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.339326
terminal_agentic,terminalbench,mini-swe-agent :: grok-4-0709@xai,mini-swe-agent :: grok-4-0709@xai,mini-swe-agent,grok-4-0709@xai,xai/grok-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.253933
terminal_agentic,terminalbench,mini-swe-agent :: grok-code-fast-1@xai,mini-swe-agent :: grok-code-fast-1@xai,mini-swe-agent,grok-code-fast-1@xai,xai/grok-code-fast,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.258427
terminal_agentic,terminalbench,mini-swe-agent :: openai/gpt-oss-120b@together_ai,mini-swe-agent :: openai/gpt-oss-120b@together_ai,mini-swe-agent,openai/gpt-oss-120b@together_ai,openai/gpt-oss-120b,oss,True,all tagged models are OSS/open-weights,gpt-oss-120b,OpenAI distillation/alignment (uncertain),base=gpt-oss-120b; teacher=OpenAI distillation/alignment (uncertain); OpenAI gpt-oss open-weights family,89,0.142072
terminal_agentic,terminalbench,mini-swe-agent :: openai/gpt-oss-20b@together_ai,mini-swe-agent :: openai/gpt-oss-20b@together_ai,mini-swe-agent,openai/gpt-oss-20b@together_ai,openai/gpt-oss-20b,oss,True,all tagged models are OSS/open-weights,gpt-oss-20b,OpenAI distillation/alignment (uncertain),base=gpt-oss-20b; teacher=OpenAI distillation/alignment (uncertain); OpenAI gpt-oss open-weights family,89,0.033708
terminal_agentic,terminalbench,mux :: claude-opus-4-5@anthropic,mux :: claude-opus-4-5@anthropic,mux,claude-opus-4-5@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.58427
terminal_agentic,terminalbench,mux :: claude-opus-4-6@anthropic,mux :: claude-opus-4-6@anthropic,mux,claude-opus-4-6@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.665169
terminal_agentic,terminalbench,mux :: gpt-5.2@openai,mux :: gpt-5.2@openai,mux,gpt-5.2@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.606742
terminal_agentic,terminalbench,mux :: gpt-5.3-codex@openai,mux :: gpt-5.3-codex@openai,mux,gpt-5.3-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.685393
terminal_agentic,terminalbench,opencode :: claude-opus-4-5@anthropic,opencode :: claude-opus-4-5@anthropic,opencode,claude-opus-4-5@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.516854
terminal_agentic,terminalbench,openhands :: Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands :: Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,qwen/qwen3-coder,oss,True,all tagged models are OSS/open-weights,Qwen3-Coder,none,base=Qwen3-Coder; teacher=none; Qwen3-Coder open-weights family,89,0.255431
terminal_agentic,terminalbench,openhands :: claude-haiku-4-5-20251001@anthropic,openhands :: claude-haiku-4-5-20251001@anthropic,openhands,claude-haiku-4-5-20251001@anthropic,anthropic/claude-haiku-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.139326
terminal_agentic,terminalbench,openhands :: claude-opus-4-1-20250805@anthropic,openhands :: claude-opus-4-1-20250805@anthropic,openhands,claude-opus-4-1-20250805@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.368539
terminal_agentic,terminalbench,openhands :: claude-opus-4-5-20251101@anthropic,openhands :: claude-opus-4-5-20251101@anthropic,openhands,claude-opus-4-5-20251101@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.519101
terminal_agentic,terminalbench,openhands :: claude-sonnet-4-5-20250929@anthropic,openhands :: claude-sonnet-4-5-20250929@anthropic,openhands,claude-sonnet-4-5-20250929@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.425843
terminal_agentic,terminalbench,openhands :: gemini-2.5-flash@gemini,openhands :: gemini-2.5-flash@gemini,openhands,gemini-2.5-flash@gemini,google/gemini-2.5-flash,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.164045
terminal_agentic,terminalbench,openhands :: gemini-2.5-pro@gemini,openhands :: gemini-2.5-pro@gemini,openhands,gemini-2.5-pro@gemini,google/gemini-2.5-pro,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.164045
terminal_agentic,terminalbench,openhands :: gpt-5-mini@openai,openhands :: gpt-5-mini@openai,openhands,gpt-5-mini@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.292135
terminal_agentic,terminalbench,openhands :: gpt-5-nano@openai,openhands :: gpt-5-nano@openai,openhands,gpt-5-nano@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.098876
terminal_agentic,terminalbench,openhands :: gpt-5@openai,openhands :: gpt-5@openai,openhands,gpt-5@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.438202
terminal_agentic,terminalbench,openhands :: grok-4-0709@xai,openhands :: grok-4-0709@xai,openhands,grok-4-0709@xai,xai/grok-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.27191
terminal_agentic,terminalbench,openhands :: moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands :: moonshotai/Kimi-K2-Instruct-0905@together_ai,openhands,moonshotai/Kimi-K2-Instruct-0905@together_ai,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,89,0.270911
terminal_agentic,terminalbench,ruley :: gemini-3-pro-preview@Google,ruley :: gemini-3-pro-preview@Google,ruley,gemini-3-pro-preview@Google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.622472
terminal_agentic,terminalbench,ruley :: gpt-5.3-codex@OpenAI,ruley :: gpt-5.3-codex@OpenAI,ruley,gpt-5.3-codex@OpenAI,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.703371
terminal_agentic,terminalbench,sage :: gemini-3-pro-preview@Google,sage :: gemini-3-pro-preview@Google,sage,gemini-3-pro-preview@Google,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.651685
terminal_agentic,terminalbench,simple_codex :: gpt-5.3-codex@openai,simple_codex :: gpt-5.3-codex@openai,simple_codex,gpt-5.3-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.750562
terminal_agentic,terminalbench,spoox-m :: gpt-5-mini@openai,spoox-m :: gpt-5-mini@openai,spoox-m,gpt-5-mini@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.348315
terminal_agentic,terminalbench,terminus-2 :: Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2 :: Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,qwen/qwen3-coder,oss,True,all tagged models are OSS/open-weights,Qwen3-Coder,none,base=Qwen3-Coder; teacher=none; Qwen3-Coder open-weights family,89,0.238951
terminal_agentic,terminalbench,terminus-2 :: accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2 :: accounts/fireworks/models/glm-4p6@fireworks_ai,terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,accounts-fireworks-models-glm-4p6-fireworks-ai,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.245318
terminal_agentic,terminalbench,terminus-2 :: accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2 :: accounts/fireworks/models/minimax-m2@fireworks_ai,terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,minimax/minimax-m2,oss,True,all tagged models are OSS/open-weights,MiniMax M2,none,base=MiniMax M2; teacher=none; MiniMax M2 open-weights family,89,0.300375
terminal_agentic,terminalbench,terminus-2 :: claude-haiku-4-5-20251001@anthropic,terminus-2 :: claude-haiku-4-5-20251001@anthropic,terminus-2,claude-haiku-4-5-20251001@anthropic,anthropic/claude-haiku-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.283146
terminal_agentic,terminalbench,terminus-2 :: claude-opus-4-1-20250805@anthropic,terminus-2 :: claude-opus-4-1-20250805@anthropic,terminus-2,claude-opus-4-1-20250805@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.379775
terminal_agentic,terminalbench,terminus-2 :: claude-opus-4-5-20251101@anthropic,terminus-2 :: claude-opus-4-5-20251101@anthropic,terminus-2,claude-opus-4-5-20251101@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.577528
terminal_agentic,terminalbench,terminus-2 :: claude-opus-4-6@anthropic,terminus-2 :: claude-opus-4-6@anthropic,terminus-2,claude-opus-4-6@anthropic,anthropic/claude-opus-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.629213
terminal_agentic,terminalbench,terminus-2 :: claude-sonnet-4-5-20250929@anthropic,terminus-2 :: claude-sonnet-4-5-20250929@anthropic,terminus-2,claude-sonnet-4-5-20250929@anthropic,anthropic/claude-sonnet-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.42809
terminal_agentic,terminalbench,terminus-2 :: deepseek-v3.2@deepseek,terminus-2 :: deepseek-v3.2@deepseek,terminus-2,deepseek-v3.2@deepseek,deepseek/deepseek-v3,oss,True,all tagged models are OSS/open-weights,DeepSeek-V3,none,base=DeepSeek-V3; teacher=none; DeepSeek-V3 open-weights family,89,0.395506
terminal_agentic,terminalbench,terminus-2 :: gemini-2.5-flash@gemini,terminus-2 :: gemini-2.5-flash@gemini,terminus-2,gemini-2.5-flash@gemini,google/gemini-2.5-flash,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.168539
terminal_agentic,terminalbench,terminus-2 :: gemini-2.5-pro@gemini,terminus-2 :: gemini-2.5-pro@gemini,terminus-2,gemini-2.5-pro@gemini,google/gemini-2.5-pro,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.326404
terminal_agentic,terminalbench,terminus-2 :: gemini-3-flash-preview@gemini,terminus-2 :: gemini-3-flash-preview@gemini,terminus-2,gemini-3-flash-preview@gemini,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.516854
terminal_agentic,terminalbench,terminus-2 :: gemini-3-pro-preview@gemini,terminus-2 :: gemini-3-pro-preview@gemini,terminus-2,gemini-3-pro-preview@gemini,google/gemini-3,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.568539
terminal_agentic,terminalbench,terminus-2 :: glm-4.7@z-ai,terminus-2 :: glm-4.7@z-ai,terminus-2,glm-4.7@z-ai,zai/glm-4.7,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.333895
terminal_agentic,terminalbench,terminus-2 :: glm-5@z-ai,terminus-2 :: glm-5@z-ai,terminus-2,glm-5@z-ai,glm-5-z-ai,oss,True,all tagged models are OSS/open-weights,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.524157
terminal_agentic,terminalbench,terminus-2 :: gpt-5-codex@openai,terminus-2 :: gpt-5-codex@openai,terminus-2,gpt-5-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.43427
terminal_agentic,terminalbench,terminus-2 :: gpt-5-mini@openai,terminus-2 :: gpt-5-mini@openai,terminus-2,gpt-5-mini@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.240449
terminal_agentic,terminalbench,terminus-2 :: gpt-5-nano@openai,terminus-2 :: gpt-5-nano@openai,terminus-2,gpt-5-nano@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.078652
terminal_agentic,terminalbench,terminus-2 :: gpt-5.1-codex@openai,terminus-2 :: gpt-5.1-codex@openai,terminus-2,gpt-5.1-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.368539
terminal_agentic,terminalbench,terminus-2 :: gpt-5.1@openai,terminus-2 :: gpt-5.1@openai,terminus-2,gpt-5.1@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.475843
terminal_agentic,terminalbench,terminus-2 :: gpt-5.2@openai,terminus-2 :: gpt-5.2@openai,terminus-2,gpt-5.2@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.540449
terminal_agentic,terminalbench,terminus-2 :: gpt-5.3-codex@openai,terminus-2 :: gpt-5.3-codex@openai,terminus-2,gpt-5.3-codex@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.647191
terminal_agentic,terminalbench,terminus-2 :: gpt-5@openai,terminus-2 :: gpt-5@openai,terminus-2,gpt-5@openai,openai/gpt-5,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.351685
terminal_agentic,terminalbench,terminus-2 :: grok-4-0709@xai,terminus-2 :: grok-4-0709@xai,terminus-2,grok-4-0709@xai,xai/grok-4,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.231461
terminal_agentic,terminalbench,terminus-2 :: grok-code-fast-1@xai,terminus-2 :: grok-code-fast-1@xai,terminus-2,grok-code-fast-1@xai,xai/grok-code-fast,closed,False,at least one tagged model is closed/API-only,unknown,none,base=unknown; teacher=none; lineage uncertain,89,0.141573
terminal_agentic,terminalbench,terminus-2 :: kimi-k2.5@kimi,terminus-2 :: kimi-k2.5@kimi,terminus-2,kimi-k2.5@kimi,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,89,0.432022
terminal_agentic,terminalbench,terminus-2 :: minimax-m2.1@openai,terminus-2 :: minimax-m2.1@openai,terminus-2,minimax-m2.1@openai,minimax/minimax-m2,oss,True,all tagged models are OSS/open-weights,MiniMax M2,none,base=MiniMax M2; teacher=none; MiniMax M2 open-weights family,89,0.292135
terminal_agentic,terminalbench,terminus-2 :: minimax-m2.5@Minimax,terminus-2 :: minimax-m2.5@Minimax,terminus-2,minimax-m2.5@Minimax,minimax/minimax-m2,oss,True,all tagged models are OSS/open-weights,MiniMax M2,none,base=MiniMax M2; teacher=none; MiniMax M2 open-weights family,89,0.422472
terminal_agentic,terminalbench,terminus-2 :: moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2 :: moonshotai/Kimi-K2-Instruct-0905@together_ai,terminus-2,moonshotai/Kimi-K2-Instruct-0905@together_ai,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,89,0.277903
terminal_agentic,terminalbench,terminus-2 :: moonshotai/Kimi-K2-Thinking@together_ai,terminus-2 :: moonshotai/Kimi-K2-Thinking@together_ai,terminus-2,moonshotai/Kimi-K2-Thinking@together_ai,moonshot/kimi-k2,oss,True,all tagged models are OSS/open-weights,Kimi K2,none,base=Kimi K2; teacher=none; Moonshot Kimi K2 open-weights MoE,89,0.357303
terminal_agentic,terminalbench,terminus-2 :: openai/gpt-oss-120b@together_ai,terminus-2 :: openai/gpt-oss-120b@together_ai,terminus-2,openai/gpt-oss-120b@together_ai,openai/gpt-oss-120b,oss,True,all tagged models are OSS/open-weights,gpt-oss-120b,OpenAI distillation/alignment (uncertain),base=gpt-oss-120b; teacher=OpenAI distillation/alignment (uncertain); OpenAI gpt-oss open-weights family,89,0.186891
